server_s,total_s,download_s,version,percent_download
0.525622,0.5674735459615476,0.04185154596154761,original,7.3750655443564055
0.723496,0.765279967978131,0.041783967978131,original,5.459958410844623
0.727373,0.7665090939844958,0.0391360939844958,original,5.105757295201433
0.72921,0.7775571290403605,0.048347129040360426,original,6.217823390035548
0.722909,0.7595021160086617,0.036593116008661664,original,4.818040034037817
0.559108,0.6175901289680041,0.05848212896800409,original,9.46940798191318
0.675338,0.7180797000182793,0.04274170001827926,original,5.95222229749584
0.626265,0.6700159139581956,0.043750913958195636,original,6.529832060216617
0.82975,0.8824388789944351,0.052688878994435084,original,5.970824750432076
0.718969,0.7605407409719191,0.04157174097191918,original,5.466076796726673
0.726395,0.7641410260112025,0.03774602601120247,original,4.939667512453271
0.631358,0.6725597340264358,0.04120173402643579,original,6.126107755480988
0.636195,0.7029563919641078,0.0667613919641078,original,9.497230941676474
0.69741,0.736623133008834,0.039213133008834,original,5.3233643163856135
0.733945,0.7734284379985183,0.03948343799851839,original,5.104989170128501
0.727063,0.7792647969909012,0.05220179699090122,original,6.698852199210884
0.615852,0.6575149389682338,0.04166293896823381,original,6.336424695324931
0.569265,0.6094549029949121,0.0401899029949121,original,6.594401455696815
0.565303,0.6213310469756834,0.05602804697568342,original,9.01742271666591
0.637597,0.6888533529709093,0.05125635297090936,original,7.440822164811897
0.55161,0.6044616400031373,0.052851640003137246,original,8.743588758231695
0.778411,0.8177461510058492,0.03933515100584928,original,4.810190907956706
